"id","median_house_value"
759,256012.506195105
15820,189625.639510415
12217,210526.130368683
10399,269738.677393858
1518,265015.250553388
1163,64176.5932514857
6126,169983.017444885
20521,110836.128044337
1898,31856.5499017231
1118,74287.6496306848
10128,327693.675638957
8360,261146.775229481
10043,92136.6620897988
18350,63563.6127739983
2903,81459.0423693836
19184,218141.450405541
13578,106066.9412118
6234,182787.027622771
10266,254824.968763496
6517,31279.1276248795
7548,204638.367372193
13161,185845.847612356
10332,304401.906078868
16681,281154.413339434
2245,146053.392485225
4946,159405.04000501
6051,79180.0026139224
10592,285169.231053115
1911,79911.4729456614
785,273021.539630312
11027,286982.604087896
16043,238010.206866187
9082,-3772.35552622519
11313,231528.866488377
6191,199630.138346482
18878,196388.962482657
18127,304831.633062167
7422,175130.084133082
11904,140809.500228499
11624,213210.132306029
3407,197169.492135239
5823,334270.643129521
17327,271225.142370208
1954,84497.5990824715
4027,287667.432911752
19387,126097.627762824
7756,218747.886186596
14747,205750.404766984
12804,209987.444845028
2868,103328.287236055
9443,85427.3700380776
9899,146786.715366356
3882,263617.87638666
16401,233204.609999386
146,299468.883879976
19221,186856.51457263
16871,298190.916964221
11907,161153.943997925
20209,355168.898369487
16999,351559.021180565
4971,131426.022647398
3347,8613.14529383635
3422,125197.951833854
18326,493190.839312709
16222,174992.986111112
546,316929.858767335
13026,114413.645548164
13010,131340.908091576
2997,145011.524419301
15123,245576.424979677
12614,185894.165809441
18055,396174.702363395
6038,88200.5927281374
12968,105557.671047883
4448,155286.79888993
18771,61613.6244032381
11783,19174.9614378784
5452,303271.068258429
1741,165399.583991179
4949,136992.635115252
14434,208496.947798629
18062,484171.110101301
15858,269722.037938416
13591,63011.1029605845
17758,266498.451410124
3157,70898.7266519183
11128,149639.037302301
10350,339178.873815818
2394,109978.296911189
16007,359252.40527253
15914,231207.009085956
16081,297966.270300796
13339,165036.261439794
85,151325.703852855
7562,142503.755890669
17080,272391.206715154
6379,304285.744152033
17446,260978.59530437
12018,125953.193194009
17502,202024.659080853
8046,250096.996591117
11681,227251.991793513
13959,230206.73056549
4370,248382.999831444
2198,44471.4081791157
726,204817.53746959
11838,89006.6358166952
7358,72777.3873655201
13589,88559.6996809152
8833,296001.578219401
10486,298414.161236482
2205,189404.087896311
10045,104910.651192349
16668,236958.478520869
20582,140738.830901749
13267,131872.635159075
10025,50989.61439206
18691,267438.097111689
5535,325718.557974504
4438,151768.780716746
7001,193162.734410885
12584,55589.4880255337
9215,67607.1721313059
17272,292013.311647956
7641,257212.191541231
13594,70311.425624671
19589,158605.092529947
10890,282770.786331283
6142,146186.061366939
15284,268163.072961407
18290,315267.493641182
19063,234178.118399362
4207,191430.810591976
19178,213115.181295067
3517,275561.982438345
1558,349004.302747814
8547,187642.485796542
19235,326156.135944896
5265,498957.331910427
8772,246541.39426214
16421,159609.865867023
1273,186989.472178841
16036,278558.800898183
1202,62959.9192617266
9584,91448.0168652835
566,241975.713110041
18993,189657.198152089
3645,152784.323688363
13767,119424.643768135
8038,271161.772966226
2627,199732.472794507
15114,208098.504831628
13807,82945.14393915
12780,83451.3769219344
3194,105078.559735124
6883,135770.827598141
14197,189981.285112401
18544,238552.521988054
7166,92644.7970303877
7389,157279.719353302
11574,203725.870814893
9272,302766.61401523
10408,244002.559799533
5695,259001.710278006
10017,104717.940731047
10915,112781.24470136
11940,150624.805914021
216,185425.038422578
11012,333764.331852372
7842,167233.429763222
9147,284710.237747255
10793,385530.511723808
9661,19177.6643956933
10869,266612.966369921
20285,205995.178262408
7383,125358.472997101
19701,122976.254686805
2728,16882.908241762
5765,165370.552965662
2073,26274.0324679341
15713,280167.635048353
17077,148378.068849115
8857,314405.847979646
7772,207393.895981681
17098,310269.925059993
10500,180637.563794567
12855,74423.4725851011
17491,215885.956516902
18279,427321.356451466
13774,241545.895471884
7075,232365.359902407
7690,254302.958828932
5366,367361.048761564
18072,433740.264173613
1480,159002.244769175
2414,123836.296246787
14027,225317.430260861
17967,316806.619940149
20473,252423.649714299
3216,94033.1644980555
3559,290085.106032806
4021,266377.972122218
11192,265393.846633356
16187,72126.2227922626
9600,129614.777807773
58,137126.712279431
9007,345054.049091025
15549,140944.546948903
9116,222285.89242371
7057,210571.866775345
5572,248704.732892611
16812,226910.191253944
3544,310903.808390656
15475,221048.563973299
10406,450299.520542472
12601,107576.993587002
347,168281.453416569
7419,196697.410093445
4502,119762.667335017
12713,101608.632381105
17866,374365.486169977
11810,16744.6321811262
391,214843.372206104
12134,109059.355184627
5862,311649.275040752
15691,337796.08047999
1596,333387.024810542
11950,155995.500835656
11151,254821.939663711
8884,400531.34035747
18463,250328.828741408
12169,66895.3831050329
1702,232684.948189394
14414,278182.739497375
3550,303653.246329878
17316,235852.85256105
276,351536.258473823
826,228535.837419163
17861,283824.231629891
16272,80896.5799069694
20128,259449.068044509
11820,157174.921095779
6204,198284.402882326
17003,328740.549837211
15499,346173.605440016
18458,298219.889454949
15163,218530.210080239
7190,190385.809703636
14358,373848.503514612
1259,161144.108977039
11774,100032.381930332
4661,199231.863614161
1204,72184.1245388854
15913,267249.330862497
1434,250602.30006599
1937,177155.925602931
20215,263252.493183504
2526,88794.3610895739
9104,132470.104319373
13325,105824.358522619
383,256377.331063035
19035,126628.650685717
9371,625637.025998225
2152,88369.7121678233
20585,131263.339079426
5981,101901.251961187
9435,66217.7010141314
20143,191866.308412846
16750,238770.922899955
4051,446414.308151418
11283,239722.552216378
10426,332399.608043094
4811,162990.778867536
12901,111080.90981606
16449,109761.261603615
4704,360303.025270744
8131,183820.312817148
6955,230313.278367634
19947,74721.1849824997
12846,160216.570264593
6962,225210.671831834
19078,256643.792449983
10367,312180.579048908
4096,302266.760092924
8383,179843.773278076
13252,140650.088104335
12927,158111.333992874
7885,202753.026810184
18241,221808.540114675
1580,336052.0097763
17764,228282.63954709
17987,287635.079044906
14086,283221.317322232
1403,263422.148022428
1285,112816.90031759
419,324289.718371295
3603,259282.647449145
10728,499132.093353219
4114,282370.986600823
7902,251721.911907719
5449,235759.984858127
12522,119585.220114072
10404,300255.927245723
575,298321.90715597
14911,199282.376060933
6869,146603.878169962
16219,170483.432151656
17232,239058.161699123
15638,276382.858288555
10309,345073.381441102
4123,168939.489478378
113,285152.832915095
14682,241485.296153965
1862,143695.670508938
10605,317586.130568547
732,248796.719289619
11405,266742.285352678
7353,166481.114838462
3439,173369.266924646
7722,267058.19141491
18331,448284.174253376
13402,104041.789986115
14971,186336.470931487
13346,69222.5635263449
3261,106636.858247378
1156,85420.2541123442
10073,-32473.3163492362
13685,181136.031467394
12466,177836.634006789
15665,305379.05379589
11298,243612.223928042
7318,135113.275992708
9005,414389.743259498
7312,104727.541190529
11361,150974.488678944
15958,258208.026325642
7308,148915.882839732
15641,340877.117778289
9744,253096.247519826
12349,125130.474920869
6496,138298.694714411
3136,122204.175131799
7551,191418.681667496
1573,253083.701041818
18582,212932.014645744
8862,338023.576749721
708,261380.402243589
2023,59578.6735562685
12829,140240.734750794
9943,158783.955642149
14261,113233.89226104
12566,134948.703422272
1415,295489.821864122
12726,139830.641491609
3572,399325.122922608
17352,256058.513472977
14736,253183.536482271
7307,166295.730415833
5806,167404.725940047
7625,248282.88562739
17694,264071.113795884
10371,260824.891472122
3593,152224.436032801
8279,145625.288536814
356,266674.885850142
19192,262588.105422229
10858,132861.741950046
12464,167705.71762166
13910,100714.986632355
16830,329854.995160778
6814,184122.845138529
680,247670.465016619
11250,199923.813260761
5844,202286.926124657
2608,166644.538552504
15515,211191.304664466
11280,275379.478277911
10049,100777.85252876
3879,291808.773885892
14502,222341.210104532
2636,174353.988150361
13653,109966.167385881
19482,115778.608973452
15942,249546.331463715
6341,161063.521739985
5761,256732.218744052
11958,71284.9365610183
1820,333193.905348798
20430,346732.991465419
2505,104362.927364644
19679,82598.904903369
11360,93966.7784963853
20205,247253.075111902
12834,137412.525430367
17337,315029.891189339
2298,20101.7000595478
5306,452223.270342555
8387,287007.326038283
8952,165794.798872222
20173,235542.78685082
16767,249415.882355227
15619,410800.179135212
10864,184324.009134162
6688,178479.75132462
6610,157086.597242408
16438,129891.102162233
20406,334684.016309153
7604,171439.368655283
848,206885.32485443
11187,311319.648434066
4735,235467.765120897
2585,163018.007984776
14906,156592.273335699
10730,341148.066601948
18740,87294.784907769
4054,247211.836599619
16700,193099.355827904
15198,323351.200629323
5669,224954.568101079
18411,240906.262451818
2700,47172.276837089
15722,288731.457477022
13247,247982.965301715
7176,160769.454797399
11505,283876.323657358
1879,65100.3794982446
9580,73981.9374472533
3097,93634.4832166221
19292,244266.069413791
15468,247287.71613276
4726,255769.428491256
15031,223842.806246077
10991,192164.966868876
11150,203384.315554687
16002,339476.923339798
9726,188956.167307268
10953,139598.618096454
13485,155756.200946536
17957,332758.811547516
16079,359579.418642684
6906,203765.975823546
14032,228057.792428759
14793,219845.55007428
15370,177324.596495499
12470,173548.016187582
5292,652828.980337247
4087,257271.789281534
4220,220775.582206661
17334,303319.270927771
5275,380604.526749041
673,251714.409260718
2401,61568.1001204953
11414,270130.537229284
7584,162127.048702989
11746,211330.670492178
36,163332.018549419
7470,196830.834575535
17451,371420.944410661
8593,262116.511493653
15034,236439.862876213
9178,230947.578921974
5580,217037.838995122
15487,212588.844093666
15948,236781.32940762
12996,125772.201141285
7942,213343.818898973
9781,225498.776388753
9800,301408.231829262
12411,137748.527305982
15770,370466.473082059
11508,285536.277897308
14267,151629.728940865
14857,285210.608467971
9792,247357.497509705
11236,260959.268840416
14676,139820.830566029
7637,209024.541190377
12331,72917.7953387782
10035,76023.1984542946
16426,99837.2468899963
17245,196891.988252685
439,203266.176052047
859,197954.65892687
8379,187120.169200217
11729,32940.2361868907
3108,94136.3123787166
12625,161076.769413142
12668,122084.930648759
14217,234039.334548653
19045,148604.153720956
13432,159964.630132963
398,250475.580400985
13671,90469.9583281656
11812,121732.850378989
9574,104500.297837275
13062,154160.531238268
10800,313551.286838551
11471,344222.224123299
13912,81508.9717282019
4339,155712.825488458
19453,185567.253844711
13182,203816.358570414
1876,85794.0735963499
2455,97993.3525322246
13513,70422.7263383558
4924,106714.222419541
11168,268089.184167637
6385,208676.376575723
18635,299803.276088614
19801,26651.4725734098
20020,135197.409458453
1960,112618.885421653
3768,297408.148418882
3549,292817.446618167
3564,279924.658287657
11743,143191.71440377
1995,87349.1393891711
6700,259376.128142561
1258,173758.481874325
13348,53016.2455033441
9610,58140.8933200879
11713,82656.3724665244
9404,371122.27809149
6183,191034.058349446
7393,173245.902205955
14151,206310.193893786
3944,281966.404814621
18747,55375.5599346481
7439,186219.48851172
18395,266849.499380336
9430,307362.737577908
9244,37577.8526275409
6521,147461.21120496
16501,116901.264138188
1247,129308.091047248
10079,126219.128852866
1894,11546.5977274017
15236,475006.751366564
19372,133186.909031446
7451,163524.908229661
3532,318183.242586765
11089,244129.349209812
17609,352417.870309923
9513,201094.983062925
343,166740.097204064
17320,320129.636042355
12250,135142.06016823
15177,237342.236816789
7417,181021.034929312
10050,95768.6788426649
18387,361043.764864055
11186,266607.259905103
18701,105338.74745195
14651,219593.656871101
16291,69384.094288045
3198,168387.798253256
9431,204806.191908389
8526,251298.493049549
5674,298091.25080044
19777,58351.7551083778
18117,342265.231335854
14730,255692.997435311
15918,215836.950474042
17988,263665.535144576
7038,224942.512205468
16925,246579.547100162
13225,118641.962805961
2365,146332.199105402
12165,135242.85468586
11930,153936.242040818
1287,151866.827152638
12027,91972.4390606917
19101,256295.732306081
4373,262470.321074981
38,167350.281193678
18530,239780.403093726
7529,145974.428180527
16590,125478.489833798
17623,299059.893152462
17680,208495.575392834
16304,138827.560105888
7002,151137.675987184
14153,220948.135650257
3381,242900.834858997
18064,366591.352916956
6834,211992.571076077
5368,416286.956761501
4038,245922.686992933
664,236710.136889005
7935,306506.590140409
17197,197451.81184789
9413,228676.471335426
2106,56562.2521499698
345,166847.599392315
223,287484.722259412
627,252060.636962208
2559,173594.954206931
7874,228500.335604711
9762,292755.298716756
3630,273937.992078283
3478,335987.680428565
19172,239212.467014312
4568,153308.376611195
6029,197792.42074353
269,262138.591433209
14654,156842.678912991
5016,203098.597295317
11123,242171.382148548
1459,240216.11808686
6589,319796.512004292
4309,149545.818213842
19643,80829.225989311
2458,113962.436355643
16572,227645.44226111
10267,272823.845698315
7175,152677.092567551
2676,99088.7869053882
17419,236144.24366885
5918,133174.175577896
18681,227037.193821068
9680,101976.464235132
19031,243696.701627976
13300,115953.630249433
14902,207985.155968077
1636,372433.900650148
2867,103463.658420212
10475,286347.538561545
17061,273407.840783977
357,183240.312439565
5952,173605.052112287
17714,284149.475312994
8257,232102.501194362
12376,322956.12131928
13180,319862.491743709
20216,255096.63424807
10608,287685.073471393
2511,171370.292454546
16108,235953.481195305
19047,189393.680272968
17049,378901.442020668
13749,151479.615404322
19314,295832.70450567
7712,223801.490584237
7700,259560.554617915
9484,205985.485382188
20344,270171.650468366
7633,202057.137271794
16540,89550.0707407699
12773,107274.857426274
19338,156098.383602912
16282,89915.2480842178
7302,165282.266692332
14746,225665.524375685
17605,331558.839423113
8061,188032.01177181
14917,226539.522224258
16148,277091.824409696
3637,212909.363698614
13827,70435.6251899816
5979,222696.589491842
8260,210591.508862058
7789,246363.396050841
568,279498.458460167
16299,107657.317067484
2216,300664.323946517
15173,278778.614149304
10678,287629.319917764
1060,129400.63657022
6609,187743.407673411
20291,220868.993628525
15730,163533.780562792
11963,95440.7108238934
13053,155828.904749341
11454,304572.513851381
11757,207053.303836861
7960,266335.725586707
19174,231778.997820787
10766,317128.329890718
17284,313724.369338734
17054,350394.560227315
9246,76329.0216890463
17853,282423.716530613
11332,168367.066020824
10636,288712.813587331
8258,205202.613815312
15509,207051.386483922
4554,125136.836017633
2367,112192.032356102
16928,205445.538397582
15165,207145.738162455
3369,33509.552322104
4439,144241.490628647
3557,393525.16061728
2389,101173.743859962
14223,251323.161021518
6685,276736.779208582
7858,199697.932040999
1484,202281.784963546
6929,166853.892902117
5520,301689.146868176
16408,146375.732058224
7195,141506.629079791
7069,248382.148796718
9958,211622.231576413
12032,134968.552279376
1239,126798.120530508
15077,242297.322620431
138,391906.225921771
387,307456.754563333
15612,277568.993763778
309,228974.656445307
3021,135500.262007113
7676,252178.78702984
16268,93154.8266794566
9819,282099.4746576
13528,94859.9880221761
7282,120970.971721986
9302,265402.112164869
10185,297408.149787013
4392,102510.686847018
4174,153211.429268099
7939,277241.726638863
19842,91667.6813921815
7274,149103.417682484
14333,163440.937787338
14934,240837.623435797
12043,171986.359203529
14115,216451.698291804
15237,307731.244729812
9407,278004.696429447
95,173290.117784788
7178,205702.607797449
11373,299634.193832306
6140,184877.729687831
6731,398023.748422961
15748,240114.820543667
1915,131663.834649151
10963,199238.472981695
15263,260574.572895497
17314,247277.495826115
9414,369041.722913139
15000,196269.140479407
19432,158864.368114747
5434,205384.35433293
9972,190916.357176488
16970,250623.339358118
9830,286629.255866811
12685,132995.376376995
15418,207829.849948867
12899,142679.687288007
19743,40992.7015697094
15980,298932.510905408
2589,135886.186268722
3179,106494.357999296
3450,212312.402300508
15600,92812.0226089786
6781,244693.830654279
18930,227061.16429689
11782,105073.179022677
19688,89961.0461465648
20072,121659.130812556
16442,150769.565353936
14508,230925.810285168
6502,133739.53259315
11554,235612.84299047
4723,249460.654974909
14814,293731.630744588
4588,164044.765583429
17416,182429.608421125
17628,215699.991336483
3507,230877.848496122
18839,41417.9984578737
3016,148967.533755033
18457,278858.65296071
8810,427718.778877906
18806,35608.6314899009
12249,125524.873961135
518,424856.116436717
12703,158453.429699036
14033,255569.941493762
19610,153228.854913372
15816,238806.899640087
13213,176464.994085291
7273,108804.965231918
6386,177678.223045442
4842,138999.184591732
4747,219611.767272667
10567,204178.411326388
2675,106717.706592743
20010,84967.2071378919
13550,112594.027255833
10058,87965.1974583937
7161,93075.4069484046
19080,218549.490710879
19625,132797.630639379
2786,68190.7121057603
525,227974.255759126
17227,385535.520446562
9638,134664.518458832
20113,137203.557910653
20000,71296.0047711889
17864,233378.951807189
10263,288739.328001886
16912,531572.95478582
1144,20677.2213835761
11701,253513.111013212
4310,149374.564228543
10385,269163.60588857
11352,93850.3714479045
10642,191503.479580877
7179,194635.265724144
233,255399.821535339
7719,274212.875418639
20603,52187.1585739382
3082,74023.3984713511
4773,186715.39272041
16616,267034.542788092
3821,181802.643222606
8140,273018.667317838
1289,177853.072234027
7182,165131.27326394
16764,281456.27934821
7653,222785.000031609
7817,212842.180232544
7516,234862.87889668
16774,276351.681062457
2087,70542.6668498625
14361,212615.006630384
17833,284997.750546248
19316,264514.051994976
6362,148394.100579999
11941,154727.802585987
1288,56157.8444922606
19662,136835.327892003
18632,270969.416547636
5489,272138.371426948
6354,120433.414090221
12422,65446.8104721298
8516,242238.203199235
12209,197745.532627113
20123,169650.60927136
7763,232363.829753348
7138,227640.041206016
8351,304836.494613518
17550,200308.134910449
19415,177199.120891135
14701,280906.583025723
8673,327288.084164957
17241,211067.400198831
17715,254445.545524224
15794,151610.669727228
8188,374979.557506811
6926,186775.49331171
6771,374664.411611775
12732,199552.933625303
18594,276030.846638715
16666,281032.248807894
14782,210051.838360627
7937,112551.264292821
15601,221518.621310916
13382,159263.479763506
8709,306414.547204844
9260,112327.083439294
9721,238639.546145833
8065,285366.077965626
18456,288959.220845664
1719,175036.092564136
6651,185940.662953622
1543,297172.831050661
4160,153533.302272172
14581,290843.500743196
1922,78685.3117672369
20469,202790.888131231
10381,234889.689844427
6249,157139.873430044
6250,196993.936909548
1557,351320.452261758
4556,117484.62340765
15235,337940.92728099
18514,286942.431221441
1860,121142.067465896
9081,95108.5131424406
2111,117281.851736751
7039,164719.884972638
7905,262188.626717645
9809,408721.413798911
3535,370135.33621929
5660,290841.673703844
3843,110621.820174252
19579,127669.571242574
8847,639399.301794802
6241,217850.470720089
14396,213731.60073304
7736,193549.071586792
3635,200235.909754581
6182,278911.845139411
3425,157081.400551823
13401,90953.5165939748
16561,173646.869433491
12440,21672.3221462345
11046,164153.857535337
13654,103988.897989123
20180,226980.503343377
10752,334831.457862553
9456,123923.227757539
2447,45002.348997711
6579,409229.808547645
12781,101835.333985311
13342,240258.318387623
1972,71816.9179425867
8251,139590.85699142
9558,102752.894728739
15578,239835.929058509
6611,268464.788859248
3570,264403.848973727
8112,201424.560319987
13926,1198.57395347326
6556,325179.768348618
3196,86981.4964277744
16184,81857.3416989015
1221,126936.442464963
2642,163651.706286453
3911,175821.641681524
15817,187836.514603639
5840,247469.097400042
11441,285569.625940277
7835,179183.008240304
18772,46067.4600951336
6545,144051.37846578
18873,265749.930742602
422,378802.304301227
6308,217178.581898092
11946,134764.050757729
12219,205947.078254325
15250,277760.075094214
4853,140822.530929168
15478,148497.936191883
13535,118722.755852801
5135,155965.141060453
10999,323871.357677595
704,249360.224031848
553,230008.829366977
11194,211037.903020268
5671,272696.436759478
12725,197575.947608868
12695,271572.477824341
7147,181609.901441851
15318,197072.126875553
13611,182213.654037483
15935,259284.114405177
127,393362.273048479
13562,247201.677112798
17322,229356.902883223
16637,233686.231641985
19524,64058.0335095494
2108,-6507.88458415842
11054,226785.308369864
13734,135650.605329084
13374,181289.863772921
6764,196491.077173774
7016,240818.623716381
6879,172368.678807757
4183,257972.892070337
6903,217455.29841204
674,225978.780599698
18834,40574.5488513226
1140,52123.5220974543
15344,192230.113892134
13349,135040.209640875
196,159051.987761689
18673,274349.622328225
10337,304008.390761195
301,161893.44052817
2169,108578.064613759
18080,484209.940172925
16756,217567.205271846
10867,252003.753873778
4620,163386.659085933
6776,230353.663350817
14276,128272.374440013
5313,333718.984426011
16257,114448.25570422
6973,213304.23918488
16234,233067.495894187
10154,327832.259945095
4259,282000.013991979
4942,126835.409125896
1847,264535.419673583
12457,34742.9428025055
19525,18180.2302100884
11166,217429.338926737
7401,127001.567044927
18280,392630.331912331
18179,265922.449901942
16392,130064.565276896
8368,193654.185911193
19903,97998.2393801017
9963,282539.031047434
16773,285074.452640604
15985,269906.357406861
14653,170998.37737283
3732,263307.421354703
3251,64056.9948541756
1531,327475.153931368
2283,124483.579807671
3563,276276.572975157
18317,358271.084490643
4569,146602.148276078
9024,389374.093700402
19034,190832.248615954
15867,200179.306302362
119,322187.60966443
8324,141099.530130521
6382,241684.483864389
13472,139386.743019534
5349,305383.028285705
2932,64214.7672284154
4204,217604.783715862
4428,137320.214140762
15924,252119.46873059
1877,23490.1965054918
19519,64027.6883087254
16568,225289.249203406
12615,174684.329238307
12251,111541.963325021
4420,152925.354702313
15860,292334.640603621
12353,177367.717169301
17712,270208.221609381
19126,240501.274567292
11201,107804.147259903
14608,259488.705006138
16837,278729.243058096
1120,49162.2890778928
14589,242569.463468114
20364,325761.936365631
14346,195487.957215361
19969,91981.73770653
19136,242343.461853542
6824,262638.128785809
3167,70832.102374387
9872,236083.814676754
4947,117699.286290041
13014,160997.125551993
12300,85462.8894475772
14936,253334.333918362
5513,179387.031477915
14891,213230.998628321
19931,155037.789003109
8997,235517.51765561
8748,319167.884801752
1536,351302.357869943
10637,226480.27736397
10998,193919.922965727
9428,256632.914817672
5032,210147.845040199
3374,216778.079297278
8319,378524.236899757
20311,207144.457749111
2555,156118.082901144
10414,264819.964868571
3791,98740.5839460652
15672,337646.669116414
19613,153313.389793588
19360,215514.428707728
17819,231602.035532377
6277,194077.471562788
1463,169670.489859377
18110,369018.913433992
9715,295101.974807685
15767,292208.078945416
14685,380711.936914152
7169,176299.748423073
13400,133199.498257799
14138,215037.899003106
4552,100568.167714693
12041,140783.663297827
4983,169016.172609602
17822,257849.477699149
14338,235266.442245812
1581,358814.852998138
18652,243259.289606782
81,130948.062297157
6708,234867.898837083
10735,299393.210691026
5887,230864.348457228
14373,386728.941312207
15745,226492.169582122
12375,360806.754760754
17845,337139.779045837
114,250668.028780096
15559,166138.498608299
8222,159719.50635318
758,201677.515991708
3857,191010.707006161
16341,166959.324162716
4901,112787.955387172
17461,2521.46332282409
19894,89021.8564384863
15457,185583.570968414
15837,286194.019658421
9654,132934.025807369
8267,224433.242085229
12736,218163.095791142
841,245918.098940661
8193,252873.509016754
8665,329056.97923087
1242,116624.917186421
6880,134399.409459143
4459,134546.874601634
17530,109446.976622657
19245,192891.846556803
10106,212688.661558739
10102,285210.384994155
2793,54912.8534046411
17292,376542.191779133
11208,233037.250058241
8143,250789.316124346
14973,208477.960575376
8108,250867.666804373
13769,102699.184028454
10494,299373.524719833
10824,137023.355897171
6794,189682.963175911
6927,194753.883241887
20289,232827.242333164
8226,184010.584851194
3210,113992.373640925
19230,211232.687502955
9181,265495.585642964
15961,257331.874004823
769,244985.88990592
15011,241770.357298221
20196,232459.179556674
15472,193944.016654225
16209,75056.6829390082
6893,205998.708105185
3612,211335.543545124
7526,129896.818240718
17449,262776.809636011
4767,172088.403155512
4137,162093.812300333
6003,127707.992083292
5503,436978.563933488
854,238360.438707781
11792,206937.415058157
411,288139.133641295
20048,59666.6948597734
11140,252450.939802703
11234,224820.971372923
12955,170745.307687518
17300,187557.913768431
9280,288840.092146374
8485,190016.045341492
10153,265896.027101414
13911,119550.280831388
10224,278835.886711689
19348,265898.742539997
2197,138885.144504758
6624,236390.587842498
6761,242811.888512094
9728,259130.562473641
5527,320517.363006921
862,254628.939661948
12306,232126.72583605
481,197381.507111386
7130,255623.86846055
12029,152794.172443211
3912,219833.312374586
13250,112100.908179926
453,217581.167465149
11789,107384.107405372
5343,80361.1894658716
881,268222.475759411
12628,91056.4188244146
16161,257598.945051164
5199,115183.281179842
12179,101200.219090479
5792,196674.397993997
565,296845.612963369
5737,283507.647507838
550,246625.850164559
197,153713.500573501
1046,81076.0421296843
11162,157434.711687873
5131,128942.003334325
15829,282249.121644315
12155,194582.567009812
17411,204970.594381589
16716,246781.196415342
19308,243949.964775814
12484,117440.72008063
14353,229101.129242695
8476,292254.592412063
20034,74982.0469217669
4280,161323.7826693
12831,88040.9353524373
18155,269709.078302918
9355,492962.880804567
5989,161585.942988033
7730,194150.025373165
16904,279415.027120071
147,350433.323469494
18541,275468.230674171
6399,162706.06379679
17329,317972.380670532
10673,370182.19621646
17895,221554.61072273
20394,255278.670786034
17501,283591.696068845
17671,187923.991896866
15218,288021.51525525
19248,223097.579586964
19981,96650.1116877281
3060,100238.880291178
4970,124904.971298194
7167,175442.330374963
14480,367048.367535372
19645,140951.158527981
19946,83311.0938316321
2609,161344.696011526
17779,293041.645535495
11843,76061.0748645477
9934,199324.75503856
20071,72584.7300016446
14125,158967.599415106
595,275586.489869168
13287,203859.217008043
14026,247506.416412228
6594,431188.283815366
15155,315499.552225609
14362,295859.539887912
13955,205272.461497655
18835,62344.1025357427
10846,262913.229815365
20078,84521.1663565478
6435,153187.60691062
9089,176720.699904683
7264,152112.531710661
1243,123252.940017283
9176,160223.104799366
17528,171613.915689514
1691,251584.49046469
174,166328.315953771
15545,243419.88220432
1414,250785.5527759
15035,283761.856182798
4460,238731.286006263
18473,177276.306985409
17570,197368.146769563
14597,265541.574333485
17763,195617.043459064
2851,160215.421967879
198,195024.322854919
12321,67917.2119729918
3671,210953.495277587
6238,139403.807080115
14277,143963.314785127
9281,280645.319888141
4530,106254.830297526
8024,275761.165096801
17849,314317.851802274
16579,172274.981587477
13034,182182.435190165
9266,153078.433730231
19102,208487.048377545
8710,270107.526208595
13507,52881.072226656
1335,193741.059887459
15634,254226.964412936
11787,186658.589000892
6093,143065.059243667
5497,192450.421824252
12788,81485.3041335844
9879,211124.042529611
16155,263597.552382582
8235,163550.640603852
9693,254047.245547881
8785,219776.404745471
5624,175845.819430241
15126,245973.663568568
11171,259468.44994099
15666,358121.917013329
8436,298676.949506596
18357,484664.816246195
