"id","median_house_value"
1876,9810337.48926559
2455,12819533.8348117
13513,70057726.0956418
4924,25616038.6547805
11168,58113344.9548764
6385,33283856.2813979
18635,96811429.5931354
19801,102574078.806429
20020,103820461.93712
1960,10271310.9789206
3768,19820128.5213446
3549,18682192.191204
3564,18746489.3138621
11743,60965520.1888586
1995,10427034.6764166
6700,34965348.617242
1258,6698252.34411166
13348,69188866.5385792
9610,49834562.1257108
11713,60750059.2663072
9404,49083092.2109722
6183,32219307.1531095
7393,38466999.2099364
14151,73494901.0999266
3944,20716246.1122163
18747,97148017.2168471
7439,38719256.5094116
18395,95536593.4136946
9430,49149187.503407
9244,47916363.4310909
6521,33926362.676473
16501,85577936.6336438
1247,6595455.45473186
10079,52331509.3920002
1894,9827809.98483786
15236,79389496.2465619
19372,100462235.949178
7451,38760063.9177836
3532,18618831.125731
11089,57679489.3578106
17609,91554307.5955103
9513,49473327.7206616
343,1952038.46023375
17320,90020475.2426039
12250,63585622.5828302
15177,78842051.4502701
7417,38600745.1953598
10050,52149232.817522
18387,95591393.1226085
11186,58204865.4173128
18701,96960952.2987543
14651,76098116.0542871
16291,84441190.8108482
3198,16738071.774799
9431,49049523.8872519
8526,44413536.7088779
5674,29688615.7879026
19777,102484097.85029
18117,94174098.0021235
14730,76545634.7283119
15918,82660600.8727975
17988,93426666.1480735
7038,36682421.8285871
16925,87907088.3692155
13225,68616377.9874833
2365,12402349.6236913
12165,63140542.0239001
11930,61943169.7793088
1287,6825525.40180682
12027,62385301.3865802
19101,99181984.211992
4373,22918492.6116425
38,372507.264513327
18530,96206686.7467199
7529,39143094.1316829
16590,86047312.9547572
17623,91572400.80957
17680,91777812.8814647
16304,84579577.4825348
7002,36423670.4203372
14153,73519936.5067634
3381,17760692.0921095
18064,93924860.8624302
6834,35611806.9951459
5368,28227196.1299799
4038,21166327.8530159
664,3687430.25972153
7935,41407667.678626
17197,89259098.5868676
9413,48985477.1473582
2106,10973087.3529289
345,1961645.55440104
223,1452428.54151859
627,3509066.25083953
2559,13431582.042461
7874,41015518.3982232
9762,50855519.6097133
3630,19083354.3267953
3478,18356985.0728388
19172,99531570.0752514
4568,23818525.4819779
6029,31429405.4308446
269,1665395.87479384
14654,76050722.1952595
5016,26187090.5210716
11123,57855299.1857
1459,7804990.0219365
6589,34451892.874067
4309,22477538.52909
19643,101811173.02435
2458,12851449.9627166
16572,86058320.3127684
10267,53451926.5773811
7175,37318601.620845
2676,13966018.5405073
17419,90448568.3291947
5918,30788311.7742542
18681,96978029.455321
9680,50243890.5103494
19031,98808902.6696237
13300,69000689.5163852
14902,77391899.4612349
1636,8857735.02914091
2867,14958118.9879344
10475,54541204.5255948
17061,88632357.6916878
357,2040969.07263633
5952,31005718.6341417
17714,92028500.9073648
8257,43000434.8506838
12376,64430600.3347158
13180,68582706.2306281
20216,104952782.88873
10608,55232902.2509082
2511,13184162.8062904
16108,83659405.5070127
19047,98835967.9176398
17049,88678338.303319
13749,71360787.4649001
19314,100326104.524558
7712,40169690.3895026
7700,40144317.2706516
9484,49327816.8467605
20344,105633341.938845
7633,39739358.4565956
16540,85751650.9578526
12773,66263319.1474251
19338,100307518.012507
16282,84419316.1967281
7302,37988178.6256266
14746,76597715.12906
17605,91512011.6117108
8061,41942419.975853
14917,77482907.3079462
16148,83913035.1404923
3637,19056704.1699028
13827,71684271.0127538
5979,31195293.446498
8260,42992577.4423318
7789,40592231.6149553
568,3231404.11614252
16299,84522981.5237496
2216,11788303.728055
15173,78863290.7431859
10678,55595382.0017127
1060,5626775.66675934
6609,34421883.0985793
20291,105308042.976653
15730,81631459.6872965
11963,62056024.7096689
13053,67762067.6483851
11454,59628439.4909782
11757,61103201.3595553
7960,41498610.6839312
19174,99535035.4044212
10766,56079700.3647026
17284,89829016.4144674
17054,88675604.8283289
9246,47965042.7358078
17853,92748008.3983985
11332,58866298.612417
10636,55378413.4745179
8258,42982223.6467973
15509,80531444.7780381
4554,23715373.2962014
2367,12378034.6556052
16928,87876953.8632628
15165,78749618.415285
3369,17490419.4966483
4439,23141222.5445828
3557,18825677.811776
2389,12482004.2299744
14223,73913566.830718
6685,34906694.7347439
7858,40903913.9411403
1484,7898291.62426729
6929,36059438.9617006
5520,28897809.3715699
16408,85126459.5577386
7195,37410462.5148624
7069,36865467.0607523
9958,51789658.7023264
12032,62452564.5390187
1239,6552646.09471448
15077,78329210.6901033
138,1119508.3245066
387,2322388.68690338
15612,81136346.0105827
309,1839670.58864715
3021,15788076.4763946
7676,40013542.9609167
16268,84348494.4989909
9819,51137295.2746023
13528,70160437.2189614
7282,37841420.4554565
9302,48446656.6840511
10185,53052522.5964198
4392,22855364.4096783
4174,21778869.9614326
7939,41400519.3119064
19842,102854315.171956
7274,37825627.0832999
14333,74396885.625379
14934,77583998.4850308
12043,62547871.6978118
14115,73319332.6206409
15237,79222558.9201102
9407,49003527.9401865
95,677029.52099442
7178,37386953.5695826
11373,59206718.0731765
6140,31993953.534135
6731,35268512.7395974
15748,81805483.2667962
1915,10052823.1418065
10963,56982485.7909959
15263,79308853.5243903
17314,89917767.4961799
9414,49133550.4394551
15000,77882234.8909279
19432,100799667.189454
5434,28355976.203473
9972,51841210.0133
16970,88138206.4582177
9830,51201264.4026768
12685,65831804.8277846
15418,80060907.9755851
12899,66950485.2744809
19743,102288987.043213
15980,83067346.3682505
2589,13548915.4763549
3179,16577615.3945205
3450,18088615.1886225
15600,80887492.9290869
6781,35371311.1870275
18930,98269107.0567348
11782,61128277.7733377
19688,102055351.893299
20072,104076443.641568
16442,85307276.6974292
14508,75369869.6244671
6502,33812543.1357735
11554,60080217.044466
4723,24716979.1875549
14814,77017943.1986537
4588,23933782.0786809
17416,90377126.6549998
17628,91511781.399272
3507,18401078.5417265
18839,97611408.7949695
3016,15775814.6977527
18457,95870077.504069
8810,46062529.2570584
18806,97433403.4421239
12249,63569616.5093315
518,3121549.04681581
12703,65956029.2946954
14033,72934994.7695866
19610,101714765.487461
15816,82154391.7335173
13213,68610781.5115464
7273,37788052.4510348
6386,33257893.5395951
4842,25223493.5389774
4747,24811611.3726361
10567,54935435.7546935
2675,13967864.8747779
20010,103718226.177921
13550,70292587.780226
10058,52183283.4268282
7161,37183118.9995301
19080,99036295.0813488
19625,101771904.841249
2786,14505308.5473727
525,2956403.59971194
17227,89608634.8554116
9638,50055737.4094345
20113,104304960.792915
20000,103651690.336859
17864,92754291.7682661
10263,53446659.5516549
16912,88122348.2744698
1144,5952393.62438416
11701,60857822.1847634
4310,22479701.7158261
10385,54059112.7998283
11352,58894716.5158118
10642,55310385.9059411
7179,37381704.6633809
233,1471084.26938239
7719,40263688.4941217
20603,106757245.884916
3082,16044376.5346688
4773,24912378.0182581
16616,86320144.6129572
3821,19981128.2907444
8140,42436565.1571392
1289,6861617.92827734
7182,37367229.3068718
16764,87104729.9173138
7653,39864515.667013
7817,40702712.4843056
7516,39165980.0840025
16774,87149788.4386029
2087,10885502.8152874
14361,74588902.4037089
17833,92646623.6457394
19316,100304030.221827
6362,33104918.2325899
11941,62003767.4858632
1288,6731267.76322408
19662,101968221.313419
18632,96765061.325554
5489,28707756.475941
6354,33035433.2750911
12422,64409160.9320918
8516,44353645.1021418
12209,63431586.4901898
20123,104387655.199912
7763,40443263.7540564
7138,37201562.0586492
8351,43561948.8160608
17550,91094125.8060013
19415,100730343.651347
14701,76421050.4229591
8673,45250030.9679804
17241,89505404.2286449
17715,92003234.7382975
15794,81955350.7658683
8188,42787738.142657
6926,36062633.5002773
6771,35451573.1637469
12732,66143303.6297878
18594,96574309.1124393
16666,86594545.1432441
14782,76767512.5822672
7937,41227496.9833938
15601,81022482.5786158
13382,69471001.2821604
8709,45417430.5819981
9260,48074485.2227929
9721,50588611.6914865
8065,42059327.6751778
18456,95875308.2631904
1719,9086208.12115602
6651,34637321.5081333
1543,8297250.03336989
4160,21708746.1932362
14581,75808172.1026686
1922,10040306.9072042
20469,106212585.315148
10381,54001279.1037322
6249,32528457.7049318
6250,32573578.7872612
1557,8422461.27275649
4556,23724782.8070458
15235,79243732.2988131
18514,96171314.9671297
1860,9759421.53766198
9081,47128486.1672702
2111,11057929.8455059
7039,36625730.1045812
7905,41208745.6339231
9809,51213996.2064362
3535,18686898.4643614
5660,29609585.4436279
3843,20023486.724654
19579,101528946.343413
8847,46472615.3091888
6241,32547246.5225825
14396,74771092.9021841
7736,40265404.9433089
3635,19032437.3046844
6182,32303522.1395138
3425,17901594.2327309
13401,69498824.2941479
16561,85946139.1774801
12440,64455055.4832834
11046,57379188.3486271
13654,70821479.1891747
20180,104738824.090614
10752,56026988.4722837
9456,49102050.5913614
2447,12726514.7298388
6579,34493507.8390088
12781,66298612.6779834
13342,69344352.1578275
1972,10291767.8227549
8251,42882123.4376733
9558,49608711.3860889
15578,80922665.1580812
6611,34515153.1948836
3570,18761234.1363886
8112,42219521.0187198
13926,72129054.2366656
6556,34288214.112278
3196,16645647.9367027
16184,83900262.0511421
1221,6459227.63395346
2642,13853050.7326821
3911,20440499.3311252
15817,82109870.6505808
5840,30499947.7777943
11441,59544417.5185575
7835,40763041.8687196
18772,97268499.619697
6545,34049305.4642162
18873,98012351.3815688
422,2576228.21225081
6308,32894080.0553903
11946,62012090.3565509
12219,63491918.3725328
15250,79260941.6989672
4853,25279962.3657179
15478,80315505.5018062
13535,70221222.1804421
5135,26756214.2547935
10999,57293821.6978877
704,3904510.53858178
553,3102150.16430192
11194,58188939.554434
5671,29647425.4110667
12725,66105271.8641695
12695,66025116.7027789
7147,37201987.0462924
15318,79530753.118359
13611,70678341.4009321
15935,82791502.9194816
127,1063860.49489461
13562,70490439.3541556
17322,89937767.2336167
16637,86393926.8765516
19524,101178188.694992
2108,10924262.9407569
11054,57482820.0236062
13734,71267703.5099858
13374,69449001.2294779
6764,35236201.1154487
7016,36583668.8781969
6879,35804336.6475408
4183,21930177.4379006
6903,35975293.2603562
674,3725849.55033103
18834,97583817.4463912
1140,5962800.70318974
15344,79658253.4621089
13349,69274264.1376221
196,1185014.60920307
18673,96982027.9634516
10337,53845772.635571
301,1729268.35360887
2169,11349437.2128619
18080,94128116.7959387
16756,86998891.4943006
10867,56538283.8004359
4620,24102714.1901291
6776,35330345.0353763
14276,74063241.8388054
5313,27860759.1715802
16257,84312420.0763733
6973,36332713.5035018
16234,84313133.9073659
10154,52921645.6211929
4259,22349081.341865
4942,25729509.6293999
1847,9839392.21745679
12457,64555704.2068618
19525,101137485.218444
11166,58053097.1551318
7401,38461797.6143405
18280,95071631.4386964
18179,94420110.106643
16392,85025756.8814447
8368,43538339.2326335
19903,103176870.314669
9963,51888657.0355717
16773,87153454.3559995
15985,83061807.7438661
14653,76059167.0603436
3732,19600012.7447049
3251,16907938.2596336
1531,8266408.58023003
2283,11955416.4306501
3563,18736523.6845732
18317,95228468.4409048
4569,23826527.9616556
9024,47126167.2956572
19034,98768478.9643202
15867,82378234.616359
119,949784.765197415
8324,43256851.8009663
6382,33301572.985048
13472,69916837.6451545
5349,28016493.1453559
2932,15254977.828473
4204,21999281.8511571
4428,23075695.1568558
15924,82727600.9005104
1877,9751992.89083619
19519,101153136.819662
16568,86034696.1238676
12615,65512198.2572531
12251,63565251.5998618
4420,23055849.317693
15860,82436768.967422
12353,64163108.8764991
17712,92005372.4245711
19126,99296522.0352172
11201,58120174.8498226
14608,75915370.4740392
16837,87478403.3106392
1120,5856528.47708277
14589,75800564.0955925
20364,105793577.967338
14346,74493541.8958126
19969,103512847.207066
19136,99350290.7031392
6824,35612010.1339272
3167,16479588.5534916
9872,51367363.7959038
4947,25745367.7909343
13014,67565432.9639466
12300,63792908.0211571
14936,77607528.943092
5513,28737892.9880296
14891,77335317.5227153
19931,103379293.029564
8997,46836677.5680597
8748,45634229.5364039
1536,8317587.75644738
10637,55320475.2306889
10998,57166028.2078704
9428,49086943.6960077
5032,26277641.1607691
3374,17699626.1226123
8319,43466822.8940414
20311,105395369.07039
2555,13392588.0609657
10414,54207242.7464622
3791,19736739.054643
15672,81509906.5140374
19613,101730168.477501
19360,100481939.607057
17819,92518372.2817822
6277,32710975.0656816
1463,7755213.85718472
18110,94165255.2383491
9715,50614962.7751497
15767,81956467.6486178
14685,76439784.9530515
7169,37310275.4564706
13400,69535490.3288301
14138,73437145.4620408
4552,23683122.2176293
12041,62507980.1175818
4983,25982189.4153894
17822,92563652.3123448
14338,74495273.4116845
1581,8557746.47768771
18652,96842509.7613573
81,557474.894990817
6708,34982880.9211077
10735,55902799.7958245
5887,30727921.948626
14373,74828375.3986866
15745,81776062.8249892
12375,64462314.349346
17845,92760959.816594
114,851337.929364458
15559,80748983.8318533
8222,42742846.070941
758,4136993.43538888
3857,20172920.512369
16341,84799893.8278826
4901,25500687.5258404
17461,90439470.337351
19894,103121560.028578
15457,80235678.044884
15837,82310706.6502489
9654,50135147.0973503
8267,43044833.1359402
12736,66183293.2646197
841,4611194.39188046
8193,42690228.7099201
8665,45212686.7634827
1242,6557098.65153971
6880,35778167.7220128
4459,23235593.4931671
17530,90905335.7327614
19245,99862432.1995111
10106,52557632.5958704
10102,52609629.9789215
2793,14528185.8673074
17292,89937614.6069106
11208,58284678.5818969
8143,42429107.66813
14973,77757978.577228
8108,42246741.8708126
13769,71413643.2694095
10494,54653609.1591846
10824,56198079.908083
6794,35386285.7711191
6927,36076171.2348838
20289,105309520.33477
8226,42791993.7574802
3210,16745638.524058
19230,99804161.172385
9181,47820278.3142213
15961,82924563.2986284
769,4236912.0409125
15011,77987455.9327231
20196,104829913.750127
15472,80326760.3740033
16209,84022682.8287833
6893,35916173.1695003
3612,18926266.6389044
7526,39112299.2414384
17449,90630729.3853133
4767,24866347.6289381
4137,21594760.2170731
6003,31224546.8852114
5503,28947038.7411758
854,4672620.94634474
11792,61284128.0831297
411,2426409.52978741
20048,103888897.781461
11140,57952848.690267
11234,58411200.7822995
12955,67277001.0846963
17300,89781548.9692517
9280,48353890.9541355
8485,44138648.0534655
10153,52854027.9803425
13911,72168111.9990327
10224,53235288.8615158
19348,100471961.698702
2197,11524740.924124
6624,34549254.1644356
6761,35264786.5792413
9728,50646305.4724234
5527,28953263.8608874
862,4729278.0602203
12306,63975185.1710245
481,2697562.35606709
7130,37188283.8265718
12029,62456197.8398136
3912,20488714.7132229
13250,68736398.4361062
453,2573618.68430841
11789,61166619.6276616
5343,27753291.4707833
881,4839923.21141227
12628,65494804.1585893
16161,83960751.3160873
5199,27047828.9969942
12179,63181311.5542805
5792,30203215.5388752
565,3232240.12027665
5737,30003421.47728
550,3104573.71468339
197,1182113.23156086
1046,5505381.78025876
11162,57969043.4756561
5131,26709821.1415759
15829,82266029.9333106
12155,63149396.9092819
17411,90375921.9282157
16716,86821639.1537016
19308,100242093.220514
12484,64775473.4183415
